Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,Bb,I,.Bb.I,I,I,0.2458,Bb,Bb
2,Bb,I,I6,I,I,0.2834,Bb,Bb
2,Bb,I,V,V,I,0.2834,Bb,Bb
3,Bb,I,I,I,I,0.2998,Bb,Bb
6,Bb,I,I6,I,I,0.2834,Bb,Bb
6,Bb,I,V,V,I,0.2834,Bb,Bb
7,Bb,I,I,I,I,0.2998,Bb,Bb
8,Bb,I,V6(6),V,V,0.9551,F,Bb
8,Bb,I,V6,V,V,0.9551,F,Bb
9,Bb,I,#viio2/ii,#vii,V,2.3191,F,Bb
10,Bb,I,V7/ii,V,vi,1.7994,g,Bb
10,Bb,I,V9/ii,V,vi,1.7994,g,Bb
10,Bb,I,V(64)/ii,V,vi,1.7994,g,Bb
11,Bb,I,V7/ii,V,vi,0.2619,g,Bb
11,Bb,I,V(64)/ii,V,vi,0.2619,g,Bb
11,Bb,I,V7/ii,V,vi,0.2619,g,Bb
12,Bb,#i,#i.i64,i,#i/bii,0.3174,b,Bb
13,Bb,#i,#viio43,#vii,VI,2.3191,G,Bb
14,Bb,#i,#vo7,#v,II,2.3191,C,Bb
15,Bb,#i,#vio7,#vi,III,2.3191,D,Bb
16,Bb,#i,vo65,v,II,2.3191,C,Bb
17,Bb,#iii,#iii.#viio2,#vii,IV,2.3191,Eb,Bb
18,Bb,#iii,V[#viio64,#vii,#I/bII,0.9356,B/Cb,Bb
18,Bb,#iii,V2,V,#I/bII,0.9356,B/Cb,Bb
18,Bb,#iii,#vi64,#vi,#I/bII,0.9356,B/Cb,Bb
19,Bb,#iii,#viio6,#vii,#I/bII,0.2884,B/Cb,Bb
19,Bb,#iii,I,I,#I/bII,0.2884,B/Cb,Bb
19,Bb,#iii,#viio,#vii,#I/bII,0.2884,B/Cb,Bb
20,Bb,#iii,#viio],#vii,#i/bii,0.9518,b,Bb
21,Bb,#i,#i.iv,iv,VI,0.302,G,Bb
21,Bb,#i,V6,V,VI,0.302,G,Bb
22,Bb,#i,i,i,#v/bvi,0.9677,f#,Bb
22,Bb,#ii,#ii.V6/iv,V,#v/bvi,0.9677,f#,Bb
23,Bb,#ii,iv6,iv,#ii/biii,1.1453,c#,Bb
23,Bb,#ii,V,V,#ii/biii,1.1453,c#,Bb
24,Bb,#ii,i6,i,#vi/bvii,0.6052,g#/ab,Bb
24,Bb,#ii,#III,#III,#vi/bvii,0.6052,g#/ab,Bb
25,Bb,#ii,.bvii,bvii,iv,1.0397,eb/d#,Bb
25,Bb,#ii,I6,I,iv,1.0397,eb/d#,Bb
26,Bb,#ii,iv,iv,i,0.1757,bb,Bb
26,Bb,#ii,V6,V,i,0.1757,bb,Bb
27,Bb,#ii,i6,i,v,0.1757,f,Bb
27,Bb,#ii,II6,II,v,0.1757,f,Bb
28,Bb,#ii,v,v,v,1.7586,f,Bb
28,Bb,#ii,II,II,v,1.7586,f,Bb
29,Bb,i,i.ii,ii,ii,0.8528,c,Bb
29,Bb,i,#viio43,#vii,ii,0.8528,c,Bb
30,Bb,i,i,i,#II/bIII,0.2716,Db/C#,Bb
30,Bb,i,#viio43/ii,#vii,#II/bIII,0.2716,Db/C#,Bb
31,Bb,i,ii6,ii,IV,0.2716,Eb,Bb
31,Bb,i,#viio43/iii,#vii,IV,0.2716,Eb,Bb
32,Bb,i,iii6,iii,iii,0.1554,d,Bb
32,Bb,i,V65/vi,V,iii,0.1554,d,Bb
33,Bb,i,vi,vi,iii,1.0158,d,Bb
33,Bb,i,V6/iii,V,iii,1.0158,d,Bb
34,Bb,i,iii,iii,vii,0.9667,a,Bb
34,Bb,vii,vii.V6,V,vii,0.9667,a,Bb
35,Bb,vii,i,i,iii,0.5594,d,Bb
35,Bb,vii,.II6,II,iii,0.5594,d,Bb
36,Bb,vii,#viio7(6)/V,#vii,IV,1.2848,Eb,Bb
36,Bb,vii,#viio7/V,#vii,IV,1.2848,Eb,Bb
37,Bb,vii,i64,i,vii,0.4482,a,Bb
38,Bb,vii,.Ger6,Ger,V,0.9866,F,Bb
39,Bb,ii,ii.#vii,#vii,iv,1.7856,eb/d#,Bb
39,Bb,ii,#vo7,#v,iv,1.7856,eb/d#,Bb
40,Bb,ii,ii64(2),ii,ii,0.4482,c,Bb
40,Bb,ii,ii64,ii,ii,0.4482,c,Bb
41,Bb,ii,.bIV7(2),bIV,#VI/bVII,0.9866,Ab,Bb
41,Bb,ii,.bVI7,bVI,#VI/bVII,0.9866,Ab,Bb
42,Bb,i,i.#viio7,#vii,I,2.2312,Bb,Bb
43,Bb,i,i,i,i,1.3093,bb,Bb
43,Bb,i,ii%65,ii,i,1.3093,bb,Bb
43,Bb,i,ii%43,ii,i,1.3093,bb,Bb
44,Bb,i,V(64),V,i,0.6175,bb,Bb
44,Bb,i,V\\\\,V,i,0.6175,bb,Bb
46,Bb,i,I,I,I,0.2014,Bb,Bb
46,Bb,i,I64,I,I,0.2014,Bb,Bb
47,Bb,i,V65,V,v,0.6402,f,Bb
47,Bb,i,V7,V,v,0.6402,f,Bb
48,Bb,i,V6,V,V,1.0541,F,Bb
48,Bb,i,V43/V,V,V,1.0541,F,Bb
48,Bb,i,V7,V,V,1.0541,F,Bb
49,Bb,i,I,I,I,0.2934,Bb,Bb
49,Bb,i,V65/IV,V,I,0.2934,Bb,Bb
50,Bb,i,IV,IV,vi,1.8015,g,Bb
50,Bb,i,#viio6/vi,#vii,vi,1.8015,g,Bb
50,Bb,i,#viio/ii,#vii,vi,1.8015,g,Bb
51,Bb,i,ii,ii,IV,1.0053,Eb,Bb
51,Bb,i,V6/vi,V,IV,1.0053,Eb,Bb
51,Bb,i,vi,vi,IV,1.0053,Eb,Bb
52,Bb,i,ii6,ii,ii,0.9297,c,Bb
52,Bb,i,ii,ii,ii,0.9297,c,Bb
52,Bb,i,ii6,ii,ii,0.9297,c,Bb
53,Bb,i,V\\\\,V,V,0.2906,F,Bb
54,Bb,i,I,I,I,0.3757,Bb,Bb
54,Bb,i,I64,I,I,0.3757,Bb,Bb
55,Bb,i,V65,V,v,0.3271,f,Bb
55,Bb,i,V7,V,v,0.3271,f,Bb
56,Bb,i,V6,V,V,1.0541,F,Bb
56,Bb,i,V43/V,V,V,1.0541,F,Bb
56,Bb,i,V7,V,V,1.0541,F,Bb
57,Bb,i,I,I,I,1.5308,Bb,Bb
57,Bb,i,V65/IV,V,I,1.5308,Bb,Bb
