Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
0,c#,I,.c#.i64,i,II,1.9296,Ab,f#
1,c#,I,V6,V,V,1.6869,Db/C#,f#
1,c#,I,i,i,V,1.6869,Db/C#,f#
2,c#,I,iv6,iv,#II/bIII,0.3429,A,f#
2,c#,I,i64,i,#II/bIII,0.3429,A,f#
3,c#,I,iv,iv,i,0.2135,f#,f#
3,c#,I,V7,V,i,0.2135,f#,f#
4,c#,I,i6,i,v,0.1782,c#,f#
4,c#,I,i,i,v,0.1782,c#,f#
5,c#,I,#viio/iv,#vii,I,1.2851,Gb/F#,f#
5,c#,I,iv(4),iv,I,1.2851,Gb/F#,f#
5,c#,I,iv,iv,I,1.2851,Gb/F#,f#
6,c#,I,.bII,bII,#V/bVI,0.8091,D,f#
6,c#,I,.bII(#2),bII,#V/bVI,0.8091,D,f#
6,c#,I,.bII,bII,#V/bVI,0.8091,D,f#
6,c#,I,iv64,iv,#V/bVI,0.8091,D,f#
7,c#,I,.Ger6,Ger,#v/bvi,0.9385,d,f#
7,c#,I,V2/iv,V,#v/bvi,0.9385,d,f#
8,c#,I,iv6,iv,#VI/bVII,1.4757,E,f#
8,c#,I,V(64),V,#VI/bVII,1.4757,E,f#
8,c#,I,V,V,#VI/bVII,1.4757,E,f#
9,c#,I,V6,V,ii,1.8234,g#/ab,f#
9,c#,I,V7,V,ii,1.8234,g#/ab,f#
9,c#,I,i64,i,ii,1.8234,g#/ab,f#
9,c#,I,i,i,ii,1.8234,g#/ab,f#
10,c#,I,#viio2(4),#vii,#IV/bV,1.6246,C,f#
10,c#,I,#viio2,#vii,#IV/bV,1.6246,C,f#
10,c#,I,iio43,ii,#IV/bV,1.6246,C,f#
10,c#,I,III6,III,#IV/bV,1.6246,C,f#
11,c#,I,V7/vii,V,i,2.3294,f#,f#
11,c#,I,VI,VI,i,2.3294,f#,f#
11,c#,I,III6,III,i,2.3294,f#,f#
11,c#,I,.bII6,bII,i,2.3294,f#,f#
12,c#,I,V7/vi,V,v,0.3029,c#,f#
12,c#,I,iv,iv,v,0.3029,c#,f#
12,c#,I,V,V,v,0.3029,c#,f#
12,c#,I,V7/iv,V,v,0.3029,c#,f#
13,c#,I,viio2/VI,vii,I,0.1485,Gb/F#,f#
13,c#,I,IV,IV,I,0.1485,Gb/F#,f#
14,c#,I,.bII+,bII,iv,0.1438,b,f#
14,c#,I,vii6(6),vii,iv,0.1438,b,f#
14,c#,I,vii6,vii,iv,0.1438,b,f#
14,c#,I,#viio6/vii,#vii,iv,0.1438,b,f#
15,c#,I,vii,vii,#V/bVI,2.1391,D,f#
15,c#,I,viio43/VI,vii,#V/bVI,2.1391,D,f#
15,c#,I,VI,VI,#V/bVI,2.1391,D,f#
15,c#,I,vii,vii,#V/bVI,2.1391,D,f#
16,c#,I,VI,VI,#II/bIII,1.2428,A,f#
16,c#,I,i[VI6,VI,#II/bIII,1.2428,A,f#
16,c#,I,vii64,vii,#II/bIII,1.2428,A,f#
17,c#,I,.bII+6],bII,i,1.5314,f#,f#
17,c#,I,#viio43/vii,#vii,i,1.5314,f#,f#
17,c#,I,vii6,vii,i,1.5314,f#,f#
17,c#,I,i,i,i,1.5314,f#,f#
18,c#,vii,vii.i,i,iv,0.3021,b,f#
18,c#,vii,V64,V,iv,0.3021,b,f#
18,c#,vii,i6,i,iv,0.3021,b,f#
18,c#,vii,#io6,#i,iv,0.3021,b,f#
19,c#,vii,#io65,#i,#VI/bVII,2.2461,E,f#
19,c#,vii,ii6,ii,#VI/bVII,2.2461,E,f#
19,c#,vii,#viio6/iv,#vii,#VI/bVII,2.2461,E,f#
19,c#,vii,#vo7,#v,#VI/bVII,2.2461,E,f#
