Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,E,I,.E.I,I,I,1.4533,E,E
1,E,I,V,V,I,1.4533,E,E
2,E,I,ii,ii,ii,0.5572,f#,E
2,E,I,vi,vi,ii,0.5572,f#,E
3,E,I,viio2,vii,I,1.787,E,E
3,E,I,I64,I,I,1.787,E,E
3,E,I,ii6(4),ii,I,1.787,E,E
3,E,I,ii6,ii,I,1.787,E,E
4,E,I,V(64),V,V,1.2368,B/Cb,E
4,E,I,V\\\\,V,V,1.2368,B/Cb,E
5,E,I,v6,v,#VI/bVII,1.3984,D,E
5,E,I,IV,IV,#VI/bVII,1.3984,D,E
6,E,I,V7,V,iii,0.3866,g#/ab,E
6,E,I,V6/vi,V,iii,0.3866,g#/ab,E
7,E,I,#viio6/V,#vii,V,2.333,B/Cb,E
7,E,I,V7,V,V,2.333,B/Cb,E
8,E,I,I\\\\,I,I,1.4567,E,E
8,E,I,V7,V,I,1.4567,E,E
8,E,I,V2,V,I,1.4567,E,E
9,E,I,I6,I,I,1.553,E,E
9,E,I,viio6,vii,I,1.553,E,E
10,E,I,viio64,vii,I,2.0703,E,E
10,E,I,vi64,vi,I,2.0703,E,E
11,E,I,#viio7(6)/vi,#vii,IV,0.8939,A,E
11,E,I,#viio7/vi,#vii,IV,0.8939,A,E
11,E,I,#viio7(4),#vii,IV,0.8939,A,E
11,E,I,#viio7/vi,#vii,IV,0.8939,A,E
11,E,I,vi,vi,IV,0.8939,A,E
11,E,I,IV6(2),IV,IV,0.8939,A,E
11,E,I,IV6,IV,IV,0.8939,A,E
12,E,I,V(64),V,V,1.5146,B/Cb,E
12,E,I,V(+#7),V,V,1.5146,B/Cb,E
12,E,I,V\\\\,V,V,1.5146,B/Cb,E
13,E,I,#viio/ii,#vii,IV,1.8992,A,E
13,E,I,ii,ii,IV,1.8992,A,E
13,E,I,ii7,ii,IV,1.8992,A,E
14,E,I,V65/vi,V,iii,1.9354,g#/ab,E
14,E,I,V65(2)/vi,V,iii,1.9354,g#/ab,E
14,E,I,V6/vi,V,iii,1.9354,g#/ab,E
15,E,I,vi,vi,I,1.769,E,E
15,E,I,vi7,vi,I,1.769,E,E
15,E,I,V7,V,I,1.769,E,E
16,E,I,I\\\\,I,I,0.9067,E,E
17,E,I,V7,V,V,0.3192,B/Cb,E
18,E,I,I,I,I,0.3461,E,E
18,E,I,I6,I,I,0.3461,E,E
19,E,I,V,V,V,0.5798,B/Cb,E
19,E,I,V65,V,V,0.5798,B/Cb,E
20,E,I,I,I,I,0.7261,E,E
20,E,I,vi6,vi,I,0.7261,E,E
21,E,I,V65/vi,V,III,0.4527,Ab,E
