Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,Eb,I,.Eb.I,I,I,0.2491,Eb,Eb
2,Eb,I,V65,V,V,0.9984,Bb,Eb
2,Eb,I,V2,V,V,0.9984,Bb,Eb
3,Eb,I,I6,I,V,1.197,Bb,Eb
3,Eb,I,V6,V,V,1.197,Bb,Eb
4,Eb,I,I,I,v,2.0917,bb,Eb
4,Eb,I,ii6,ii,v,2.0917,bb,Eb
4,Eb,I,V7\\\\,V,v,2.0917,bb,Eb
5,Eb,I,I,I,I,0.4459,Eb,Eb
5,Eb,I,I6,I,I,0.4459,Eb,Eb
6,Eb,I,V43,V,V,0.6026,Bb,Eb
6,Eb,I,V65,V,V,0.6026,Bb,Eb
6,Eb,I,V7,V,V,0.6026,Bb,Eb
6,Eb,I,V2,V,V,0.6026,Bb,Eb
7,Eb,I,I6,I,I,1.2851,Eb,Eb
7,Eb,I,ii65,ii,I,1.2851,Eb,Eb
8,Eb,I,V(64),V,I,0.1209,Eb,Eb
8,Eb,I,V7,V,I,0.1209,Eb,Eb
8,Eb,I,I\\\\,I,I,0.1209,Eb,Eb
9,Eb,I,V[V7,V,V,0.7598,Bb,Eb
9,Eb,I,V2,V,V,0.7598,Bb,Eb
9,Eb,I,#viio6/ii,#vii,V,0.7598,Bb,Eb
10,Eb,I,V2,V,V,0.3394,Bb,Eb
10,Eb,I,viio/V,vii,V,0.3394,Bb,Eb
10,Eb,I,V],V,V,0.3394,Bb,Eb
11,Eb,I,V7,V,V,1.2991,Bb,Eb
11,Eb,I,V65,V,V,1.2991,Bb,Eb
11,Eb,I,V43,V,V,1.2991,Bb,Eb
12,Eb,I,I,I,I,0.8138,Eb,Eb
12,Eb,I,vi,vi,I,0.8138,Eb,Eb
12,Eb,I,V(9),V,I,0.8138,Eb,Eb
12,Eb,I,V,V,I,0.8138,Eb,Eb
13,Eb,I,I6,I,I,0.6007,Eb,Eb
13,Eb,I,I,I,I,0.6007,Eb,Eb
14,Eb,I,V65,V,V,0.2139,Bb,Eb
14,Eb,I,V7,V,V,0.2139,Bb,Eb
15,Eb,I,I6,I,IV,1.3102,Ab,Eb
15,Eb,I,IV,IV,IV,1.3102,Ab,Eb
15,Eb,I,ii6,ii,IV,1.3102,Ab,Eb
16,Eb,I,V(64),V,I,0.1432,Eb,Eb
16,Eb,I,V7,V,I,0.1432,Eb,Eb
